ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other
E14000743,E12000005,Hereford and South Herefordshire,Hereford and Worcester,West Midlands,England,County,08/05/15 05:43,Con hold,Con,UKIP,71485,47257,202,16890,24844,6042,5002,7954,3415,0,0,0,0,0,0,0,0
E14000744,E12000006,Hertford and Stortford,Hertfordshire,East,England,County,08/05/15 05:40,Con hold,Con,Lab,80610,56277,266,21509,31593,10084,4385,7534,2681,0,0,0,0,0,0,0,0
E14000745,E12000006,Hertsmere,Hertfordshire,East,England,County,08/05/15 04:50,Con hold,Con,Lab,73767,50091,200,18461,29696,11235,2777,6383,0,0,0,0,0,0,0,0,0
E14000746,E12000001,Hexham,Northumberland,North East,England,County,08/05/15 13:43,Con hold,Con,Lab,59708,43345,82,12031,22834,10803,2961,4302,2445,0,0,0,0,0,0,0,0
E14000747,E12000002,Heywood and Middleton,Greater Manchester,North West,England,County,08/05/15 03:53,Lab hold,Lab,UKIP,79989,48538,135,5299,9268,20926,1607,15627,1110,0,0,0,0,0,0,0,0
E14000748,E12000004,High Peak,Derbyshire,East Midlands,England,County,08/05/15 05:17,Con hold,Con,Lab,73336,50789,153,4894,22836,17942,2389,5811,1811,0,0,0,0,0,0,0,0
E14000749,E12000006,Hitchin and Harpenden,Hertfordshire,East,England,County,08/05/15 05:13,Con hold,Con,Lab,80333,55375,173,20055,31488,11433,4484,4917,3053,0,0,0,0,0,0,0,0
E14000750,E12000007,Holborn and St Pancras,London,London,England,Borough,08/05/15 05:07,Lab hold,Lab,Con,86764,54917,219,17048,12014,29062,3555,2740,7013,0,0,0,0,0,0,0,533
E14000751,E12000007,Hornchurch and Upminster,London,London,England,Borough,08/05/15 05:18,Con hold,Con,UKIP,79331,55236,89,13074,27051,11103,1501,13977,1411,0,0,0,0,0,0,0,193
E14000752,E12000007,Hornsey and Wood Green,London,London,England,Borough,08/05/15 04:09,Lab gain from LD,Lab,LD,79247,57785,177,11058,5347,29417,18359,1271,3146,0,0,0,0,0,0,0,245
E14000753,E12000008,Horsham,West Sussex,South East,England,County,08/05/15 07:08,Con hold,Con,UKIP,79085,56925,234,24658,32627,6499,6647,7969,2198,0,0,0,0,0,0,0,985
E14000754,E12000001,Houghton and Sunderland South,Tyne and Wear,North East,England,Borough,07/05/15 22:48,Lab hold,Lab,UKIP,68324,38489,175,12938,7105,21218,791,8280,1095,0,0,0,0,0,0,0,0
E14000755,E12000008,Hove,East Sussex,South East,England,Borough,08/05/15 07:20,Lab gain from Con,Lab,Con,73505,52214,234,1236,20846,22082,1861,3265,3569,0,0,0,0,0,0,0,591
E14000756,E12000003,Huddersfield,West Yorkshire,Yorkshire and The Humber,England,Borough,08/05/15 05:21,Lab hold,Lab,Con,65269,40478,173,7345,10841,18186,2365,5948,2798,0,0,0,0,0,0,0,340
E14000757,E12000006,Huntingdon,Cambridgeshire,East,England,County,08/05/15 04:34,Con hold,Con,Lab,82593,55927,177,19403,29652,10249,4375,9473,2178,0,0,0,0,0,0,0,0
E14000758,E12000002,Hyndburn,Lancashire,North West,England,Borough,08/05/15 03:49,Lab hold,Lab,Con,68341,42887,179,4400,13676,18076,859,9154,1122,0,0,0,0,0,0,0,0
E14000759,E12000007,Ilford North,London,London,England,Borough,08/05/15 03:53,Lab gain from Con,Lab,Con,75294,48932,105,589,20874,21463,1130,4355,1023,0,0,0,0,0,0,0,87
E14000760,E12000007,Ilford South,London,London,England,Borough,08/05/15 03:29,Lab hold,Lab,Con,91987,51912,164,19777,13455,33232,1014,2705,1506,0,0,0,0,0,0,0,0
S14000038,S92000003,Inverclyde,Scotland,Scotland,Scotland,County,08/05/15 03:03,SNP gain from Lab,SNP,Lab,59350,44607,52,11063,4446,13522,1106,715,0,24585,0,0,0,0,0,0,233
S14000039,S92000003,"Inverness, Nairn, Badenoch and Strathspey",Scotland,Scotland,Scotland,County,08/05/15 05:54,SNP gain from LD,SNP,LD,77628,57613,54,10809,3410,4311,18029,1236,1367,28838,0,0,0,0,0,0,422
E14000761,E12000006,Ipswich,Suffolk,East,England,Borough,08/05/15 04:59,Con hold,Con,Lab,74499,48694,139,3733,21794,18061,1400,5703,1736,0,0,0,0,0,0,0,0
E14000762,E12000008,Isle Of Wight,Isle of Wight,South East,England,County,08/05/15 03:12,Con hold,Con,UKIP,108804,70300,107,13703,28591,8984,5235,14888,9404,0,0,0,0,0,0,0,3198
E14000763,E12000007,Islington North,London,London,England,Borough,08/05/15 02:17,Lab hold,Lab,Con,73326,49234,198,21194,8465,29659,3984,1971,5043,0,0,0,0,0,0,0,112
E14000764,E12000007,Islington South and Finsbury,London,London,England,Borough,08/05/15 02:37,Lab hold,Lab,Con,68127,44270,151,12708,9839,22547,4829,3375,3371,0,0,0,0,0,0,0,309
W07000077,W92000004,Islwyn,Gwent and Mid Glamorgan,Wales,Wales,County,08/05/15 02:30,Lab hold,Lab,UKIP,55697,35401,46,10404,5366,17336,950,6932,659,0,3794,0,0,0,0,0,364
E14000765,E12000001,Jarrow,Tyne and Wear,North East,England,Borough,08/05/15 02:43,Lab hold,Lab,UKIP,64002,38564,107,13881,6584,21464,1238,7583,1310,0,0,0,0,0,0,0,385
E14000766,E12000003,Keighley,West Yorkshire,Yorkshire and The Humber,England,County,08/05/15 08:15,Con hold,Con,Lab,68865,49123,198,3053,21766,18713,1321,5662,1661,0,0,0,0,0,0,0,0
E14000767,E12000005,Kenilworth and Southam,Warwickshire,West Midlands,England,County,08/05/15 13:34,Con hold,Con,Lab,63957,48791,129,21002,28474,7472,4913,5467,1956,0,0,0,0,0,0,0,509
E14000768,E12000007,Kensington,London,London,England,Borough,08/05/15 03:37,Con hold,Con,Lab,61133,34828,139,7361,18199,10838,1962,1557,1765,0,0,0,0,0,0,0,507
E14000769,E12000004,Kettering,Northamptonshire,East Midlands,England,County,08/05/15 03:15,Con hold,Con,Lab,70155,47218,140,12590,24467,11877,1490,7600,1633,0,0,0,0,0,0,0,151
S14000040,S92000003,Kilmarnock and Loudoun,Scotland,Scotland,Scotland,County,08/05/15 02:11,SNP gain from Lab Coop,SNP,Lab,75250,53903,92,13638,6752,16362,789,0,0,30000,0,0,0,0,0,0,0
E14000770,E12000007,Kingston and Surbiton,London,London,England,Borough,08/05/15 03:44,Con gain from LD,Con,LD,81238,59253,137,2834,23249,8574,20415,4321,2322,0,0,0,0,0,0,0,372
E14000771,E12000003,Kingston upon Hull East,Humberside,Yorkshire and The Humber,England,Borough,08/05/15 04:37,Lab hold,Lab,UKIP,65710,35144,102,10319,5593,18180,2294,7861,806,0,0,0,0,0,0,0,410
E14000772,E12000003,Kingston upon Hull North,Humberside,Yorkshire and The Humber,England,Borough,08/05/15 04:49,Lab hold,Lab,UKIP,64148,35336,136,12899,5306,18661,3175,5762,2066,0,0,0,0,0,0,0,366
E14000773,E12000003,Kingston upon Hull West and Hessle,Humberside,Yorkshire and The Humber,England,Borough,08/05/15 04:40,Lab hold,Lab,UKIP,59100,31803,83,9333,5561,15646,3169,6313,943,0,0,0,0,0,0,0,171
E14000774,E12000009,Kingswood,Avon,South West,England,Borough,08/05/15 06:12,Con hold,Con,Lab,68193,48125,146,9006,23252,14246,1827,7133,1370,0,0,0,0,0,0,0,297
S14000041,S92000003,Kirkcaldy and Cowdenbeath,Scotland,Scotland,Scotland,County,08/05/15 02:51,SNP gain from Lab,SNP,Lab,75941,52892,64,9974,5223,17654,1150,1237,0,27628,0,0,0,0,0,0,0
E14000775,E12000002,Knowsley,Merseyside,North West,England,Borough,08/05/15 03:30,Lab hold,Lab,UKIP,79108,50728,192,34655,3367,39628,1490,4973,1270,0,0,0,0,0,0,0,0
N06000009,N92000002,Lagan Valley,Northern Ireland,Northern Ireland,Northern Ireland,County,08/05/15 01:21,DUP hold,DUP,UUP,71152,39795,191,13000,654,0,0,2200,0,0,0,19055,1144,2500,6055,5544,2643
S14000042,S92000003,Lanark and Hamilton East,Scotland,Scotland,Scotland,County,08/05/15 03:14,SNP gain from Lab,SNP,Lab,79962,55258,70,10100,8772,16876,1203,1431,0,26976,0,0,0,0,0,0,0
E14000776,E12000002,Lancaster and Fleetwood,Lancashire,North West,England,County,08/05/15 08:09,Lab gain from Con,Lab,Con,61922,41738,172,1265,16378,17643,1390,4060,2093,0,0,0,0,0,0,0,174
E14000777,E12000003,Leeds Central,West Yorkshire,Yorkshire and The Humber,England,Borough,08/05/15 06:24,Lab hold,Lab,Con,81799,45048,213,16967,7791,24758,1529,7082,3558,0,0,0,0,0,0,0,330
E14000778,E12000003,Leeds East,West Yorkshire,Yorkshire and The Humber,England,Borough,08/05/15 06:10,Lab hold,Lab,Con,64754,38196,186,12533,7997,20530,1296,7256,1117,0,0,0,0,0,0,0,0
E14000779,E12000003,Leeds North East,West Yorkshire,Yorkshire and The Humber,England,Borough,08/05/15 08:01,Lab hold,Lab,Con,69097,48291,239,7250,15887,23137,2569,3706,2541,0,0,0,0,0,0,0,451
E14000780,E12000003,Leeds North West,West Yorkshire,Yorkshire and The Humber,England,Borough,08/05/15 07:15,LD hold,LD,Lab,61974,43357,159,2907,8083,13041,15948,2997,3042,0,0,0,0,0,0,0,246
E14000781,E12000003,Leeds West,West Yorkshire,Yorkshire and The Humber,England,Borough,08/05/15 06:32,Lab hold,Lab,Con,64950,38423,153,10727,7729,18456,1495,7104,3217,0,0,0,0,0,0,0,422
E14000782,E12000004,Leicester East,Leicestershire,East Midlands,England,Borough,08/05/15 07:28,Lab hold,Lab,Con,75430,48068,533,18352,11034,29386,1233,4290,1468,0,0,0,0,0,0,0,657
E14000783,E12000004,Leicester South,Leicestershire,East Midlands,England,Borough,08/05/15 06:02,Lab hold,Lab,Con,73518,45942,398,17845,9628,27473,2127,3832,2533,0,0,0,0,0,0,0,349
E14000784,E12000004,Leicester West,Leicestershire,East Midlands,England,Borough,08/05/15 06:26,Lab hold,Lab,Con,63204,34522,236,7203,8848,16051,1507,5950,1878,0,0,0,0,0,0,0,288
E14000785,E12000002,Leigh,Greater Manchester,North West,England,County,08/05/15 03:05,Lab hold,Lab,Con,75905,45123,189,14096,10216,24312,1150,8903,0,0,0,0,0,0,0,0,542
E14000786,E12000008,Lewes,East Sussex,South East,England,County,08/05/15 06:25,Con gain from LD,Con,LD,69481,50540,191,1083,19206,5000,18123,5427,2784,0,0,0,0,0,0,0,0
E14000789,E12000007,"Lewisham, Deptford",London,London,England,Borough,08/05/15 05:51,Lab hold,Lab,Con,73428,47426,222,21516,7056,28572,2497,2013,5932,0,0,0,0,0,0,0,1356
E14000787,E12000007,Lewisham East,London,London,England,Borough,08/05/15 05:45,Lab hold,Lab,Con,66913,42923,133,14333,9574,23907,2455,3886,2429,0,0,0,0,0,0,0,672
E14000788,E12000007,Lewisham West and Penge,London,London,England,Borough,08/05/15 05:28,Lab hold,Lab,Con,72290,48125,159,12714,11633,24347,3709,3764,4077,0,0,0,0,0,0,0,595
E14000790,E12000007,Leyton and Wanstead,London,London,England,County,08/05/15 06:28,Lab hold,Lab,Con,64580,40703,171,14917,8939,23856,2304,2341,2974,0,0,0,0,0,0,0,289
E14000791,E12000005,Lichfield,Staffordshire,West Midlands,England,County,08/05/15 05:18,Con hold,Con,Lab,74234,51467,147,18189,28389,10200,2700,8082,1976,0,0,0,0,0,0,0,120
E14000792,E12000004,Lincoln,Lincolnshire,East Midlands,England,Borough,08/05/15 04:48,Con hold,Con,Lab,74121,46852,224,1443,19976,18533,1992,5721,0,0,0,0,0,0,0,0,630
S14000043,S92000003,Linlithgow and East Falkirk,Scotland,Scotland,Scotland,County,08/05/15 03:27,SNP gain from Lab,SNP,Lab,86955,61597,90,12934,7384,19121,1252,1682,0,32055,0,0,0,0,0,0,103
E14000793,E12000002,"Liverpool, Riverside",Merseyside,North West,England,Borough,08/05/15 04:46,Lab hold,Lab,Green,70829,44263,249,24463,4245,29835,1719,2510,5372,0,0,0,0,0,0,0,582
E14000794,E12000002,"Liverpool, Walton",Merseyside,North West,England,Borough,08/05/15 05:25,Lab hold,Lab,UKIP,61908,38403,146,27777,1802,31222,899,3445,956,0,0,0,0,0,0,0,79
E14000795,E12000002,"Liverpool, Wavertree",Merseyside,North West,England,Borough,08/05/15 04:42,Lab hold,Lab,Con,61549,40974,162,24303,4098,28401,2454,3375,2140,0,0,0,0,0,0,0,506
E14000796,E12000002,"Liverpool, West Derby",Merseyside,North West,England,Borough,08/05/15 04:40,Lab hold,Lab,UKIP,63651,41031,132,27367,2710,30842,959,3475,996,0,0,0,0,0,0,0,2049
S14000044,S92000003,Livingston,Scotland,Scotland,Scotland,County,08/05/15 03:46,SNP gain from Lab,SNP,Lab,82373,57547,84,16843,5929,15893,1232,1757,0,32736,0,0,0,0,0,0,0
W07000045,W92000004,Llanelli,Dyfed,Wales,Wales,County,08/05/15 02:13,Lab hold,Lab,PC,59314,38574,40,7095,5534,15948,751,6269,689,0,8853,0,0,0,0,0,530
E14000797,E12000004,Loughborough,Leicestershire,East Midlands,England,County,08/05/15 06:09,Con hold,Con,Lab,75217,52020,210,9183,25762,16579,2130,5704,1845,0,0,0,0,0,0,0,0
E14000798,E12000004,Louth and Horncastle,Lincolnshire,East Midlands,England,County,08/05/15 07:35,Con hold,Con,UKIP,74870,50336,236,14977,25755,9077,2255,10778,1549,0,0,0,0,0,0,0,922
E14000799,E12000005,Ludlow,Shropshire,West Midlands,England,County,08/05/15 03:37,Con hold,Con,UKIP,66374,48063,120,18929,26093,5902,6469,7164,2435,0,0,0,0,0,0,0,0
E14000800,E12000006,Luton North,Bedfordshire,East,England,Borough,08/05/15 11:31,Lab hold,Lab,Con,67329,42571,291,9504,12739,22243,1299,5318,972,0,0,0,0,0,0,0,0
E14000801,E12000006,Luton South,Bedfordshire,East,England,Borough,08/05/15 12:14,Lab hold,Lab,Con,67741,42216,431,5711,12949,18660,3183,5129,1237,0,0,0,0,0,0,0,1058
E14000802,E12000002,Macclesfield,Cheshire,North West,England,County,08/05/15 08:38,Con hold,Con,Lab,71712,49598,248,14811,26063,11252,3842,6037,2404,0,0,0,0,0,0,0,0
E14000803,E12000008,Maidenhead,Berkshire,South East,England,County,08/05/15 06:04,Con hold,Con,Lab,74187,53855,183,29059,35453,6394,5337,4539,1915,0,0,0,0,0,0,0,217
E14000804,E12000008,Maidstone and The Weald,Kent,South East,England,County,08/05/15 06:04,Con hold,Con,LD,73181,50010,111,10709,22745,5268,12036,7930,1396,0,0,0,0,0,0,0,635
E14000805,E12000002,Makerfield,Greater Manchester,North West,England,County,08/05/15 03:40,Lab hold,Lab,UKIP,74320,44788,131,13155,8752,23208,1639,10053,1136,0,0,0,0,0,0,0,0
E14000806,E12000006,Maldon,Essex,East,England,County,08/05/15 08:45,Con hold,Con,UKIP,69066,48045,175,22070,29112,5690,2157,7042,1504,0,0,0,0,0,0,0,2540
E14000807,E12000002,Manchester Central,Greater Manchester,North West,England,Borough,08/05/15 05:52,Lab hold,Lab,Con,86078,45331,229,21639,6133,27772,1867,5033,3838,0,0,0,0,0,0,0,688
E14000808,E12000002,"Manchester, Gorton",Greater Manchester,North West,England,Borough,08/05/15 05:00,Lab hold,Lab,Green,72992,42019,275,24079,4063,28187,1782,3434,4108,0,0,0,0,0,0,0,445
E14000809,E12000002,"Manchester, Withington",Greater Manchester,North West,England,Borough,08/05/15 05:28,Lab gain from LD,Lab,LD,74102,49966,252,14873,4872,26843,11970,2172,4048,0,0,0,0,0,0,0,61
E14000810,E12000004,Mansfield,Nottinghamshire,East Midlands,England,County,08/05/15 06:31,Lab hold,Lab,Con,77534,47193,136,5315,13288,18603,1642,11850,1486,0,0,0,0,0,0,0,324
E14000811,E12000008,Meon Valley,Hampshire,South East,England,County,08/05/15 08:44,Con hold,Con,UKIP,72738,51717,103,23913,31578,5656,4987,7665,1831,0,0,0,0,0,0,0,0
E14000812,E12000005,Meriden,West Midlands,West Midlands,England,County,08/05/15 06:37,Con hold,Con,Lab,81928,52603,161,18795,28791,9996,2638,8908,2170,0,0,0,0,0,0,0,100
W07000071,W92000004,Merthyr Tydfil and Rhymney,Gwent and Mid Glamorgan,Wales,Wales,County,08/05/15 03:11,Lab hold,Lab,UKIP,61716,32715,95,11513,3292,17619,1351,6106,603,0,3099,0,0,0,0,0,645
E14000813,E12000006,Mid Bedfordshire,Bedfordshire,East,England,County,08/05/15 07:42,Con hold,Con,Lab,78501,58060,228,23327,32544,9217,4193,8966,2462,0,0,0,0,0,0,0,678
E14000814,E12000004,Mid Derbyshire,Derbyshire,East Midlands,England,County,08/05/15 04:35,Con hold,Con,Lab,67477,47729,116,12774,24908,12134,2292,6497,1898,0,0,0,0,0,0,0,0
E14000819,E12000001,Middlesbrough,Cleveland,North East,England,Borough,08/05/15 07:32,Lab hold,Lab,UKIP,61873,32706,174,12477,5388,18584,1220,6107,1407,0,0,0,0,0,0,0,0
E14000820,E12000001,Middlesbrough South and East Cleveland,Cleveland,North East,England,County,08/05/15 06:47,Lab hold,Lab,Con,71154,45677,158,2268,16925,19193,1564,6935,1060,0,0,0,0,0,0,0,0
E14000815,E12000009,Mid Dorset and North Poole,Dorset,South West,England,County,08/05/15 07:26,Con gain from LD,Con,LD,64299,46499,137,10530,23639,2767,13109,5663,1321,0,0,0,0,0,0,0,0
S14000045,S92000003,Midlothian,Scotland,Scotland,Scotland,County,08/05/15 02:50,SNP gain from Lab,SNP,Lab,67875,48331,34,9859,5760,14594,1132,1173,1219,24453,0,0,0,0,0,0,0
E14000816,E12000006,Mid Norfolk,Norfolk,East,England,County,08/05/15 05:27,Con hold,Con,UKIP,77154,52212,239,17276,27206,9585,3300,9930,2191,0,0,0,0,0,0,0,0
E14000817,E12000008,Mid Sussex,West Sussex,South East,England,County,08/05/15 07:12,Con hold,Con,Lab,81034,57492,252,24286,32268,7982,6604,6898,2453,0,0,0,0,0,0,0,1287
N06000010,N92000002,Mid Ulster,Northern Ireland,Northern Ireland,Northern Ireland,County,08/05/15 06:09,SF hold,SF,UUP,67832,40922,395,13617,120,0,0,863,0,0,0,5465,19935,5055,6318,778,2388
E14000818,E12000005,Mid Worcestershire,Hereford and Worcester,West Midlands,England,County,08/05/15 05:47,Con hold,Con,UKIP,73069,52225,199,20532,29763,7548,3750,9231,1933,0,0,0,0,0,0,0,0
E14000821,E12000008,Milton Keynes North,Buckinghamshire,South East,England,County,08/05/15 06:59,Con hold,Con,Lab,86826,57692,213,9753,27244,17491,3575,6852,2255,0,0,0,0,0,0,0,275
E14000822,E12000008,Milton Keynes South,Buckinghamshire,South East,England,Borough,08/05/15 06:31,Con hold,Con,Lab,89656,58949,215,8672,27601,18929,2309,7803,1936,0,0,0,0,0,0,0,371
E14000823,E12000007,Mitcham and Morden,London,London,England,Borough,08/05/15 02:41,Lab hold,Lab,Con,68474,45142,147,16922,10458,27380,1378,4287,1422,0,0,0,0,0,0,0,217
E14000824,E12000008,Mole Valley,Surrey,South East,England,County,08/05/15 04:40,Con hold,Con,LD,74038,55140,192,25453,33434,4565,7981,6181,2979,0,0,0,0,0,0,0,0
W07000054,W92000004,Monmouth,Gwent and Mid Glamorgan,Wales,Wales,County,08/05/15 06:09,Con hold,Con,Lab,62248,47462,104,10982,23701,12719,2496,4942,1629,0,1875,0,0,0,0,0,100
W07000063,W92000004,Montgomeryshire,Powys,Wales,Wales,County,08/05/15 02:46,Con hold,Con,LD,48690,33757,54,5325,15204,1900,9879,3769,1260,0,1745,0,0,0,0,0,0
S14000046,S92000003,Moray,Scotland,Scotland,Scotland,County,08/05/15 03:12,SNP hold,SNP,Con,71685,49280,41,9065,15319,4898,1395,1939,1345,24384,0,0,0,0,0,0,0
E14000825,E12000002,Morecambe and Lunesdale,Lancashire,North West,England,County,08/05/15 08:28,Con hold,Con,Lab,66985,43242,143,4590,19691,15101,1612,5358,1395,0,0,0,0,0,0,0,85
E14000826,E12000003,Morley and Outwood,West Yorkshire,Yorkshire and The Humber,England,County,08/05/15 08:18,Con gain from Lab Coop,Con,Lab,75820,48250,139,422,18776,18354,1426,7951,1264,0,0,0,0,0,0,0,479
S14000047,S92000003,Motherwell and Wishaw,Scotland,Scotland,Scotland,Borough,08/05/15 02:40,SNP gain from Lab,SNP,Lab,70283,48237,42,11898,3695,15377,601,1289,0,27275,0,0,0,0,0,0,0
S14000027,S92000003,Na h-Eileanan An Iar,Scotland,Scotland,Scotland,County,08/05/15 02:15,SNP hold,SNP,Lab,21769,15938,44,4102,1215,4560,456,0,0,8662,0,0,0,0,0,0,1045
W07000069,W92000004,Neath,West Glamorgan,Wales,Wales,County,08/05/15 06:10,Lab hold,Lab,PC,56097,37135,114,9548,5691,16270,1173,6094,1185,0,6722,0,0,0,0,0,0
E14000829,E12000004,Newark,Nottinghamshire,East Midlands,England,County,08/05/15 06:12,Con hold,Con,Lab,73747,52302,165,18474,29834,11360,2385,6294,1792,0,0,0,0,0,0,0,637
E14000830,E12000008,Newbury,Berkshire,South East,England,County,08/05/15 12:52,Con hold,Con,LD,79512,57300,205,26368,34973,4837,8605,6195,2324,0,0,0,0,0,0,0,366
E14000834,E12000005,Newcastle-Under-Lyme,Staffordshire,West Midlands,England,Borough,08/05/15 05:48,Lab hold,Lab,Con,67619,42997,125,650,15870,16520,1826,7252,1246,0,0,0,0,0,0,0,283
E14000831,E12000001,Newcastle Upon Tyne Central,Tyne and Wear,North East,England,Borough,08/05/15 01:15,Lab hold,Lab,Con,58147,35085,97,12673,6628,19301,2218,5214,1724,0,0,0,0,0,0,0,0
E14000832,E12000001,Newcastle Upon Tyne East,Tyne and Wear,North East,England,Borough,08/05/15 01:04,Lab hold,Lab,Con,64243,39222,127,12494,6884,19378,4332,4910,3426,0,0,0,0,0,0,0,292
E14000833,E12000001,Newcastle Upon Tyne North,Tyne and Wear,North East,England,Borough,08/05/15 01:40,Lab hold,Lab,Con,67902,44891,155,10153,10536,20689,4366,7447,1515,0,0,0,0,0,0,0,338
E14000827,E12000008,New Forest East,Hampshire,South East,England,County,08/05/15 04:43,Con hold,Con,UKIP,72697,49447,184,19162,27819,6018,4626,8657,2327,0,0,0,0,0,0,0,0
E14000828,E12000008,New Forest West,Hampshire,South East,England,County,08/05/15 04:51,Con hold,Con,UKIP,68446,47410,190,20604,28420,5133,3293,7816,2748,0,0,0,0,0,0,0,0
W07000055,W92000004,Newport East,Gwent and Mid Glamorgan,Wales,Wales,County,08/05/15 03:17,Lab hold,Lab,Con,56015,35108,70,4705,9585,14290,2251,6466,887,0,1231,0,0,0,0,0,398
W07000056,W92000004,Newport West,Gwent and Mid Glamorgan,Wales,Wales,County,08/05/15 03:02,Lab hold,Lab,Con,62137,40347,76,3510,13123,16633,1581,6134,1272,0,1604,0,0,0,0,0,0
N06000011,N92000002,Newry and Armagh,Northern Ireland,Northern Ireland,Northern Ireland,County,08/05/15 05:32,SF hold,SF,UUP,77633,49877,386,4176,210,0,0,0,0,0,0,0,20488,12026,16312,841,0
E14000835,E12000009,Newton Abbot,Devon,South West,England,County,08/05/15 05:50,Con hold,Con,LD,69928,48253,200,11234,22794,4736,11560,6726,2216,0,0,0,0,0,0,0,221
E14000836,E12000003,"Normanton, Pontefract and Castleford",West Yorkshire,Yorkshire and The Humber,England,County,08/05/15 05:16,Lab hold,Lab,UKIP,82592,45897,183,15428,9569,25213,1330,9785,0,0,0,0,0,0,0,0,0
E14000861,E12000004,Northampton North,Northamptonshire,East Midlands,England,Borough,08/05/15 05:03,Con hold,Con,Lab,59144,39411,112,3245,16699,13454,1401,6354,1503,0,0,0,0,0,0,0,0
E14000862,E12000004,Northampton South,Northamptonshire,East Midlands,England,Borough,08/05/15 05:07,Con hold,Con,Lab,61287,38884,161,3793,16163,12370,1673,7114,1403,0,0,0,0,0,0,0,161
N06000012,N92000002,North Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,08/05/15 01:51,DUP hold,DUP,TUV,75876,41907,209,11546,368,0,0,1341,0,0,0,18107,5143,2925,5054,2351,6618
S14000048,S92000003,North Ayrshire and Arran,Scotland,Scotland,Scotland,County,08/05/15 03:20,SNP gain from Lab,SNP,Lab,75791,53869,86,13573,7968,15068,896,1296,0,28641,0,0,0,0,0,0,0
E14000837,E12000009,North Cornwall,Cornwall,South West,England,County,08/05/15 05:52,Con gain from LD,Con,LD,67192,48245,45,6621,21689,2621,15068,6121,2063,0,0,0,0,0,0,0,683
E14000838,E12000009,North Devon,Devon,South West,England,County,08/05/15 06:51,Con gain from LD,Con,LD,74737,52320,133,6936,22341,3699,15405,7719,3018,0,0,0,0,0,0,0,138
E14000839,E12000009,North Dorset,Dorset,South West,England,County,08/05/15 07:39,Con hold,Con,UKIP,73759,53385,160,21118,30227,4785,6226,9109,3038,0,0,0,0,0,0,0,0
N06000013,N92000002,North Down,Northern Ireland,Northern Ireland,Northern Ireland,County,08/05/15 02:06,Ind hold,Ind,DUP,64207,35947,97,9202,1593,0,0,1482,1958,0,0,8487,273,355,0,3086,18713
E14000840,E12000001,North Durham,Durham,North East,England,County,08/05/15 03:08,Lab hold,Lab,Con,65359,40146,60,13644,8403,22047,2046,6404,1246,0,0,0,0,0,0,0,0
E14000841,E12000006,North East Bedfordshire,Bedfordshire,East,England,County,08/05/15 09:37,Con hold,Con,Lab,83551,58672,195,25644,34891,9247,3418,8579,2537,0,0,0,0,0,0,0,0
E14000842,E12000006,North East Cambridgeshire,Cambridgeshire,East,England,County,08/05/15 07:52,Con hold,Con,UKIP,82990,51780,226,16874,28524,7476,2314,11650,1816,0,0,0,0,0,0,0,0
E14000843,E12000004,North East Derbyshire,Derbyshire,East Midlands,England,County,08/05/15 06:46,Lab hold,Lab,Con,71445,47948,147,1883,17605,19488,2004,7631,1059,0,0,0,0,0,0,0,161
S14000049,S92000003,North East Fife,Scotland,Scotland,Scotland,County,08/05/15 04:39,SNP gain from LD,SNP,LD,62003,45263,47,4344,7373,3476,14179,0,1387,18523,0,0,0,0,0,0,325
E14000844,E12000008,North East Hampshire,Hampshire,South East,England,County,08/05/15 04:39,Con hold,Con,LD,76918,54000,198,29916,35573,5290,5657,4732,2364,0,0,0,0,0,0,0,384
E14000845,E12000006,North East Hertfordshire,Hertfordshire,East,England,County,08/05/15 03:24,Con hold,Con,Lab,74000,52287,196,19080,28949,9869,3952,6728,2789,0,0,0,0,0,0,0,0
E14000846,E12000009,North East Somerset,Avon,South West,England,County,08/05/15 05:30,Con hold,Con,Lab,69380,51110,153,12749,25439,12690,4029,6150,2802,0,0,0,0,0,0,0,0
E14000847,E12000005,North Herefordshire,Hereford and Worcester,West Midlands,England,County,08/05/15 05:04,Con hold,Con,UKIP,67926,48023,190,19996,26716,5478,5768,6720,3341,0,0,0,0,0,0,0,0
E14000848,E12000006,North Norfolk,Norfolk,East,England,County,08/05/15 07:03,LD hold,LD,Con,68867,49414,136,4043,15256,5043,19299,8328,1488,0,0,0,0,0,0,0,0
E14000849,E12000005,North Shropshire,Shropshire,West Midlands,England,County,08/05/15 03:45,Con hold,Con,Lab,78858,52573,116,16494,27041,10547,3148,9262,2575,0,0,0,0,0,0,0,0
E14000850,E12000009,North Somerset,Avon,South West,England,County,08/05/15 07:34,Con hold,Con,Lab,80161,58942,220,23099,31540,8441,7486,7669,3806,0,0,0,0,0,0,0,0
E14000851,E12000009,North Swindon,Wiltshire,South West,England,County,08/05/15 00:46,Con hold,Con,Lab,80983,52242,148,11786,26295,14509,1704,8011,1723,0,0,0,0,0,0,0,0
E14000852,E12000008,North Thanet,Kent,South East,England,County,08/05/15 10:04,Con hold,Con,UKIP,71478,47053,161,10948,23045,8411,1645,12097,1719,0,0,0,0,0,0,0,136
